"","Date","Precipitation_mmd","ActualEvaporation_mmd","ObservedRecharge"
"1438","08.12.2015",0,3.97,0
"1439","09.12.2015",1.8,2.3,0
"1440","10.12.2015",6.9,3.38,0
"1441","11.12.2015",2.5,4.66,0
"1442","12.12.2015",0,2.66,0
"1443","13.12.2015",0.6,3.27,0
"1444","14.12.2015",0.2,3.77,0
"1445","15.12.2015",2.8,3.33,0
"1446","16.12.2015",8.5,3.64,0
"1447","17.12.2015",26.3,4.93,0
"1448","18.12.2015",0.9,5.95,0
"1449","19.12.2015",0,5.34,0
"1450","20.12.2015",0,4.45,0
"1451","21.12.2015",0,4.16,0
"1452","22.12.2015",5.5,2.31,0
"1453","23.12.2015",54.4,4.13,1
"1454","24.12.2015",32.2,3.98,1
"1455","25.12.2015",10.1,5.03,1
"1456","26.12.2015",0.8,5.2,0
"1457","27.12.2015",3.5,2.26,0
"1458","28.12.2015",0.3,2.73,0
"1459","29.12.2015",0,3.15,0
"1460","30.12.2015",0,4.24,0
"1461","31.12.2015",0,3.84,0
"1462","01.01.2016",0,4.36,0
"1463","02.01.2016",0,2.71,0
"1464","03.01.2016",0.1,1.63,0
"1465","04.01.2016",8.4,3.45,0
"1466","05.01.2016",6.1,2.85,0
"1467","06.01.2016",16.4,5,0
"1468","07.01.2016",0.2,3.29,0
"1469","08.01.2016",0.1,4.63,0
"1470","09.01.2016",0,4.05,0
"1471","10.01.2016",0.1,5.08,0
"1472","11.01.2016",0,4.05,0
"1473","12.01.2016",1.8,4.95,0
"1474","13.01.2016",1.9,5.5,0
"1475","14.01.2016",0.1,4.41,0
"1476","15.01.2016",1.5,0.97,0
"1477","16.01.2016",12.1,3.06,0
"1478","17.01.2016",6.1,3.58,0
"1479","18.01.2016",0.2,4.84,0
"1480","19.01.2016",0,4.77,0
"1481","20.01.2016",0,4.68,0
"1482","21.01.2016",0,4.66,0
"1483","22.01.2016",0,4.38,0
"1484","23.01.2016",11.3,3.84,0
"1485","24.01.2016",9.5,4.95,0
"1486","25.01.2016",4.9,2.5,0
"1487","26.01.2016",16.3,3.16,1
"1488","27.01.2016",3.1,3.09,1
"1489","28.01.2016",5.6,2.59,0
"1490","29.01.2016",9.9,3.18,1
"1491","30.01.2016",1.5,4.99,0
"1492","31.01.2016",1.7,5.3,0
"1493","01.02.2016",0,4.94,0
"1494","02.02.2016",0,4.27,0
"1495","03.02.2016",0,3.4,0
"1496","04.02.2016",3.4,2.36,0
"1497","05.02.2016",11.1,2.57,0
"1498","06.02.2016",9.7,2.91,0
"1499","07.02.2016",0.5,3.74,0
"1500","08.02.2016",0,3.23,0
"1501","09.02.2016",0.1,2.77,0
"1502","10.02.2016",0.2,4.13,0
"1503","11.02.2016",0,3.95,0
"1504","12.02.2016",0,3.45,0
"1505","13.02.2016",0,3.48,0
"1506","14.02.2016",0,4.06,0
"1507","15.02.2016",0,3.81,0
"1508","16.02.2016",0,3.23,0
"1509","17.02.2016",0.9,3.07,0
"1510","18.02.2016",0,3.52,0
"1511","19.02.2016",0.7,4.22,0
"1512","20.02.2016",0,2.3,0
"1513","21.02.2016",15.1,2.98,0
"1514","22.02.2016",10.2,4.13,0
"1515","23.02.2016",0.3,3.97,0
"1516","24.02.2016",0,3.95,0
"1517","25.02.2016",0,4.05,0
"1518","26.02.2016",0,3.51,0
"1519","27.02.2016",0.2,1.72,0
"1520","28.02.2016",24.7,3.84,0
"1521","29.02.2016",0.2,3.2,0
"1522","01.03.2016",0.2,2.27,0
"1523","02.03.2016",0.2,3.74,0
"1524","03.03.2016",0.2,3.84,0
"1525","04.03.2016",0.2,3.07,0
"1526","05.03.2016",0.2,3.48,0
"1527","06.03.2016",0,2.38,0
"1528","07.03.2016",0.3,3.36,0
"1529","08.03.2016",0,2.21,0
"1530","09.03.2016",0.9,3.41,0
"1531","10.03.2016",0.2,3.39,0
"1532","11.03.2016",0,3.35,0
"1533","12.03.2016",0,3.23,0
"1534","13.03.2016",1.2,2.9,0
"1535","14.03.2016",0,2.7,0
"1536","15.03.2016",1.4,2.22,0
"1537","16.03.2016",0.2,1.77,0
"1538","17.03.2016",1.2,2.83,0
"1539","18.03.2016",1,2.37,0
"1540","19.03.2016",1.7,2.21,0
"1541","20.03.2016",0.1,1.13,0
"1542","21.03.2016",1.2,1.7,0
"1543","22.03.2016",0.6,2.35,0
"1544","23.03.2016",0,2.37,0
"1545","24.03.2016",0,2.57,0
"1546","25.03.2016",0,2.2,0
"1547","26.03.2016",0,2.01,0
"1548","27.03.2016",0.2,1.82,0
"1549","28.03.2016",0,2.12,0
"1550","29.03.2016",0,2.41,0
"1551","30.03.2016",7.4,1.61,0
"1552","31.03.2016",2.5,2.89,0
"1553","01.04.2016",0,2.65,0
"1554","02.04.2016",0,2.64,0
"1555","03.04.2016",0,2.21,0
"1556","04.04.2016",0,1.67,0
"1557","05.04.2016",0,2.4,0
"1558","06.04.2016",0,2.52,0
"1559","07.04.2016",0,2.08,0
"1560","08.04.2016",2.3,1.9,0
"1561","09.04.2016",13.9,3.13,0
"1562","10.04.2016",6.3,2.71,0
"1563","11.04.2016",3.4,2.77,0
"1564","12.04.2016",0,1.7,0
"1565","13.04.2016",0.1,1.88,0
"1566","14.04.2016",5.7,1.94,0
"1567","15.04.2016",0.3,2.59,0
"1568","16.04.2016",0,2.34,0
"1569","17.04.2016",0,1.45,0
"1570","18.04.2016",0.3,1.87,0
"1571","19.04.2016",1.9,2.56,0
"1572","20.04.2016",0,2.12,0
"1573","21.04.2016",0,2.02,0
"1574","22.04.2016",0,2.14,0
"1575","23.04.2016",11.6,2.06,0
"1576","24.04.2016",2.4,1.48,0
"1577","25.04.2016",10.8,1.87,0
"1578","26.04.2016",7.7,2.31,0
"1579","27.04.2016",3.1,2.08,0
"1580","28.04.2016",0.9,2.23,0
"1581","29.04.2016",1.1,2.63,0
"1582","30.04.2016",2.2,2.58,0
"1583","01.05.2016",0.4,1.41,0
"1584","02.05.2016",12.6,3.06,0
"1585","03.05.2016",0.8,2.34,0
"1586","04.05.2016",0,1.97,0
"1587","05.05.2016",0,2.04,0
"1588","06.05.2016",0,2.17,0
"1589","07.05.2016",0,2.25,0
"1590","08.05.2016",0,2.33,0
"1591","09.05.2016",0,1.5,0
"1592","10.05.2016",0.3,1.66,0
"1593","11.05.2016",0,1.54,0
"1594","12.05.2016",0,1.48,0
"1595","13.05.2016",0,1.8,0
"1596","14.05.2016",0,1.82,0
"1597","15.05.2016",0,1.81,0
"1598","16.05.2016",0,1.72,0
"1599","17.05.2016",0,1.1,0
"1600","18.05.2016",0,1.47,0
"1601","19.05.2016",0,1.38,0
"1602","20.05.2016",0,1.58,0
"1603","21.05.2016",0,1.62,0
"1604","22.05.2016",0,1.56,0
"1605","23.05.2016",0,1.35,0
"1606","24.05.2016",0,1.11,0
"1607","25.05.2016",0,1.29,0
"1608","26.05.2016",0,0.92,0
"1609","27.05.2016",3.5,1.39,0
"1610","28.05.2016",0.3,1.16,0
"1611","29.05.2016",2.2,1.54,0
"1612","30.05.2016",0,1.16,0
"1613","31.05.2016",0,1.16,0
"1614","01.06.2016",0,1.17,0
"1615","02.06.2016",0.1,1.19,0
"1616","03.06.2016",3.3,1.45,0
"1617","04.06.2016",26.8,2.3,1
"1618","05.06.2016",176,9.46,0
"1619","06.06.2016",3.2,1.88,1
"1620","07.06.2016",0,1.03,0
"1621","08.06.2016",0.1,1.3,0
"1622","09.06.2016",0,1.36,0
"1623","10.06.2016",0.7,1.5,0
"1624","11.06.2016",0,0.98,0
"1625","12.06.2016",0.1,0.97,0
"1626","13.06.2016",0.7,1.28,0
"1627","14.06.2016",0.9,1.49,0
"1628","15.06.2016",0,1.14,0
"1629","16.06.2016",0,1.19,0
"1630","17.06.2016",0,1.26,0
"1631","18.06.2016",2.1,1.43,0
"1632","19.06.2016",10,1.63,0
"1633","20.06.2016",17.4,2.09,1
"1634","21.06.2016",0.6,1.38,0
"1635","22.06.2016",1.1,1.44,0
"1636","23.06.2016",0.3,1.16,0
"1637","24.06.2016",2.4,1.47,0
"1638","25.06.2016",0.6,1.3,0
"1639","26.06.2016",0,1.09,0
"1640","27.06.2016",4.6,1.25,0
"1641","28.06.2016",0.2,1.11,0
"1642","29.06.2016",0,1.16,0
"1643","30.06.2016",0,1.05,0
"1644","01.07.2016",0,0.99,0
"1645","02.07.2016",0,1.13,0
"1646","03.07.2016",0,1.16,0
"1647","04.07.2016",0.1,1.19,0
"1648","05.07.2016",9.6,1.82,0
"1649","06.07.2016",0.7,1.3,0
"1650","07.07.2016",0.2,1.28,0
"1651","08.07.2016",0.1,0.98,0
"1652","09.07.2016",2.1,1.66,0
"1653","10.07.2016",0,1.23,0
"1654","11.07.2016",1.8,1.47,0
"1655","12.07.2016",0,1.2,0
"1656","13.07.2016",0.1,0.93,0
"1657","14.07.2016",0,0.98,0
"1658","15.07.2016",0,1.02,0
"1659","16.07.2016",0,0.98,0
"1660","17.07.2016",2,1.48,0
"1661","18.07.2016",0.4,1.92,0
"1662","19.07.2016",0,1.66,0
"1663","20.07.2016",0.4,1.54,0
"1664","21.07.2016",3.3,1.45,0
"1665","22.07.2016",3.4,1.96,0
"1666","23.07.2016",1,1.77,0
"1667","24.07.2016",1.5,1.32,0
"1668","25.07.2016",0,1.11,0
"1669","26.07.2016",0,1.2,0
"1670","27.07.2016",0,1.17,0
"1671","28.07.2016",0,1.31,0
"1672","29.07.2016",0,1.38,0
"1673","30.07.2016",0,1.38,0
"1674","31.07.2016",0,1.51,0
"1675","01.08.2016",0,1.64,0
"1676","02.08.2016",0,1.27,0
"1677","03.08.2016",37.2,2.78,1
"1678","04.08.2016",64.9,4.91,0
"1679","05.08.2016",2.1,1.96,0
"1680","06.08.2016",0.3,1.8,0
"1681","07.08.2016",0,1.52,0
"1682","08.08.2016",1.3,1.97,0
"1683","09.08.2016",0.2,1.82,0
"1684","10.08.2016",0.4,1.96,0
"1685","11.08.2016",0.6,1.79,0
"1686","12.08.2016",0,1.57,0
"1687","13.08.2016",0,1.48,0
"1688","14.08.2016",0,1.62,0
"1689","15.08.2016",0.3,1.7,0
"1690","16.08.2016",0,1.69,0
"1691","17.08.2016",0,1.73,0
"1692","18.08.2016",0,1.9,0
"1693","19.08.2016",0,1.55,0
"1694","20.08.2016",0.1,1.55,0
"1695","21.08.2016",0.2,1.74,0
"1696","22.08.2016",2.6,2.25,0
"1697","23.08.2016",7.4,2.21,0
"1698","24.08.2016",24.4,2.32,0
"1699","25.08.2016",10,2.41,1
"1700","26.08.2016",0.1,1.67,0
"1701","27.08.2016",0,1.39,0
"1702","28.08.2016",0,2.03,0
"1703","29.08.2016",0,2.18,0
"1704","30.08.2016",0,2.03,0
"1705","31.08.2016",0,1.5,0
"1706","01.09.2016",1.2,1.95,0
"1707","02.09.2016",4,1.94,0
"1708","03.09.2016",2.9,2.25,0
"1709","04.09.2016",0,1.74,0
"1710","05.09.2016",0,2.23,0
"1711","06.09.2016",0.2,2.41,0
"1712","07.09.2016",0,1.65,0
"1713","08.09.2016",0.7,2.26,0
"1714","09.09.2016",0,1.83,0
"1715","10.09.2016",1.9,2.59,0
"1716","11.09.2016",0.6,2.97,0
"1717","12.09.2016",0,2.59,0
"1718","13.09.2016",1,2.91,0
"1719","14.09.2016",3.1,1.8,0
"1720","15.09.2016",2.8,2.22,0
"1721","16.09.2016",6.7,3.08,0
"1722","17.09.2016",0,2.76,0
"1723","18.09.2016",2.8,1.87,0
"1724","19.09.2016",2.8,2.99,0
"1725","20.09.2016",1,3.27,0
"1726","21.09.2016",2.8,2.11,0
"1727","22.09.2016",0.3,2.37,0
"1728","23.09.2016",0,2.47,0
"1729","24.09.2016",0,2.7,0
"1730","25.09.2016",0.3,2.21,0
"1731","26.09.2016",0.5,3.04,0
"1732","27.09.2016",0,2.29,0
"1733","28.09.2016",0,2.91,0
"1734","29.09.2016",0.7,2.39,0
"1735","30.09.2016",1.2,2.42,0
"1736","01.10.2016",0,2.41,0
"1737","02.10.2016",0,2.64,0
"1738","03.10.2016",0,1.54,0
"1739","04.10.2016",0.8,2.49,0
"1740","05.10.2016",0.2,2.32,0
"1741","06.10.2016",0,2.53,0
"1742","07.10.2016",0,2.73,0
"1743","08.10.2016",0,1.64,0
"1744","09.10.2016",0.2,2.06,0
"1745","10.10.2016",0.1,2.38,0
"1746","11.10.2016",4.1,2.65,0
"1747","12.10.2016",0,1.84,0
"1748","13.10.2016",2.9,1.7,0
"1749","14.10.2016",4.9,2.35,0
"1750","15.10.2016",0,2.8,0
"1751","16.10.2016",0,2.13,0
"1752","17.10.2016",0,1.28,0
"1753","18.10.2016",4.6,3.01,0
"1754","19.10.2016",0,2.68,0
"1755","20.10.2016",0,1.73,0
"1756","21.10.2016",2.6,2.73,0
"1757","22.10.2016",6.1,2.03,0
"1758","23.10.2016",3.5,2.89,0
"1759","24.10.2016",0,2.53,0
"1760","25.10.2016",0,2.48,0
"1761","26.10.2016",0,2.66,0
"1762","27.10.2016",0.4,2.96,0
"1763","28.10.2016",6.5,2.75,0
"1764","29.10.2016",23.5,4.27,0
"1765","30.10.2016",2.6,3.49,0
"1766","31.10.2016",3.1,2.8,0
"1767","01.11.2016",3.4,3.49,0
"1768","02.11.2016",3.1,3.81,0
"1769","03.11.2016",0,3.13,0
"1770","04.11.2016",0,3.11,0
"1771","05.11.2016",0,3.06,0
"1772","06.11.2016",0,2.88,0
"1773","07.11.2016",0,3.22,0
"1774","08.11.2016",0,3.41,0
"1775","09.11.2016",3.9,3.14,0
"1776","10.11.2016",12.5,4.2,0
"1777","11.11.2016",0.4,3.1,0
"1778","12.11.2016",3.7,3.4,0
"1779","13.11.2016",5.7,3.9,0
"1780","14.11.2016",0,2.7,0
"1781","15.11.2016",0.1,2.91,0
"1782","16.11.2016",0,3.05,0
"1783","17.11.2016",0,3.45,0
"1784","18.11.2016",0,4.03,0
"1785","19.11.2016",0,3.81,0
"1786","20.11.2016",0,4.2,0
"1787","21.11.2016",0.5,4.16,0
"1788","22.11.2016",0,3.87,0
"1789","23.11.2016",0,3.05,0
"1790","24.11.2016",0,2.99,0
"1791","25.11.2016",0,2.87,0
"1792","26.11.2016",0,3.13,0
"1793","27.11.2016",0,3.13,0
"1794","28.11.2016",0.5,2.58,0
"1795","29.11.2016",8.7,3.91,0
"1796","30.11.2016",11.5,3.95,0
"1797","01.12.2016",2.6,4.26,0
"1798","02.12.2016",0,4.02,0
"1799","03.12.2016",4.8,4.22,0
"1800","04.12.2016",3.9,4.59,0
"1801","05.12.2016",1.9,3.52,0
"1802","06.12.2016",11.2,4.91,0
"1803","07.12.2016",8,1.98,0
"1804","08.12.2016",4.4,3.17,0
"1805","09.12.2016",7.1,3.68,0
"1806","10.12.2016",0,2.98,0
"1807","11.12.2016",0,4.06,0
"1808","12.12.2016",1.7,4.55,0
"1809","13.12.2016",0.7,3.84,0
"1810","14.12.2016",0,4.05,0
"1811","15.12.2016",0,2.7,0
"1812","16.12.2016",1.3,2.01,0
"1813","17.12.2016",1.9,3.86,0
"1814","18.12.2016",1.9,1.88,0
"1815","19.12.2016",1,2.08,0
"1816","20.12.2016",0.5,3.67,0
"1817","21.12.2016",0.8,3.67,0
"1818","22.12.2016",7.8,1.78,0
"1819","23.12.2016",0.1,2.63,0
"1820","24.12.2016",0.3,4.46,0
"1821","25.12.2016",2.5,3.98,0
"1822","26.12.2016",0.1,4.5,0
"1823","27.12.2016",0,4.54,0
"1824","28.12.2016",0,4.72,0
"1825","29.12.2016",0,4.49,0
"1826","30.12.2016",0,4.16,0
"1827","31.12.2016",0,2.52,0
"1828","01.01.2017",0,2.91,0
"1829","02.01.2017",13.6,1.46,0
"1830","03.01.2017",7.5,3.14,0
"1831","04.01.2017",1.4,2.59,0
"1832","05.01.2017",2.2,2.24,0
"1833","06.01.2017",2.2,1.98,0
"1834","07.01.2017",1.5,2.46,0
"1835","08.01.2017",1.2,4.62,0
"1836","09.01.2017",0,4.41,0
"1837","10.01.2017",0,4.23,0
"1838","11.01.2017",0,2.76,0
"1839","12.01.2017",3.7,3.31,0
"1840","13.01.2017",0.7,4.5,0
"1841","14.01.2017",1,3.67,0
"1842","15.01.2017",20.7,1.88,0
"1843","16.01.2017",4.5,2.8,0
"1844","17.01.2017",0,4.12,0
"1845","18.01.2017",0.1,4.14,0
"1846","19.01.2017",1.3,1.61,0
"1847","20.01.2017",3.1,3.21,0
"1848","21.01.2017",6.8,2.2,0
"1849","22.01.2017",0.1,4.08,0
"1850","23.01.2017",0,4.27,0
"1851","24.01.2017",2.6,4.52,0
"1852","25.01.2017",6.3,1.35,0
"1853","26.01.2017",7.9,2.17,0
"1854","27.01.2017",8.3,3.8,0
"1855","28.01.2017",0,4.59,0
"1856","29.01.2017",0.2,5.26,0
"1857","30.01.2017",0.1,4.95,0
"1858","31.01.2017",0.3,4.23,0
"1859","01.02.2017",0.9,4.41,0
"1860","02.02.2017",1,3.2,0
"1861","03.02.2017",1.1,3.05,0
"1862","04.02.2017",0.6,3.56,0
"1863","05.02.2017",11.3,5.16,0
"1864","06.02.2017",0.4,4.94,0
"1865","07.02.2017",4,3.87,0
"1866","08.02.2017",4.5,2.18,0
"1867","09.02.2017",12.3,4.34,0
"1868","10.02.2017",0.1,4.97,0
"1869","11.02.2017",0,4.82,0
"1870","12.02.2017",0,4.57,0
"1871","13.02.2017",1.5,2.02,0
"1872","14.02.2017",2.8,1.41,0
"1873","15.02.2017",1.7,2.8,0
"1874","16.02.2017",1.1,4.16,0
"1875","17.02.2017",0,3.48,0
"1876","18.02.2017",15,4.6,0
"1877","19.02.2017",14.4,2.75,0
"1878","20.02.2017",20.8,5.06,0
"1879","21.02.2017",0,3.9,0
"1880","22.02.2017",0.3,3.21,0
"1881","23.02.2017",0,4.03,0
"1882","24.02.2017",0,3.7,0
"1883","25.02.2017",0.2,3.05,0
"1884","26.02.2017",4.3,1.75,0
"1885","27.02.2017",8.6,2.34,0
"1886","28.02.2017",27.5,3.4,0
"1887","01.03.2017",9.2,3.39,0
"1888","02.03.2017",6.3,4.2,0
"1889","03.03.2017",9.4,4.07,1
"1890","04.03.2017",2.7,3.07,0
"1891","05.03.2017",24.4,4.22,0
"1892","06.03.2017",16.2,4.27,0
"1893","07.03.2017",1.1,2.63,0
"1894","08.03.2017",1,2.78,0
"1895","09.03.2017",1.6,2.22,0
"1896","10.03.2017",0.4,2.67,0
"1897","11.03.2017",0,3.23,0
"1898","12.03.2017",0,3.78,0
"1899","13.03.2017",1.5,2.43,0
"1900","14.03.2017",1.6,2.2,0
"1901","15.03.2017",17,2.02,0
"1902","16.03.2017",48.6,5.78,1
"1903","17.03.2017",10.7,2.6,0
"1904","18.03.2017",61.2,4.45,1
"1905","19.03.2017",116.8,8.73,0
"1906","20.03.2017",16.2,2.48,0
"1907","21.03.2017",5.3,2.7,0
"1908","22.03.2017",5.2,2.57,0
"1909","23.03.2017",2.4,3.01,0
"1910","24.03.2017",3.5,1.47,0
"1911","25.03.2017",6.4,3.25,0
"1912","26.03.2017",5.2,2.9,0
"1913","27.03.2017",1.1,3.92,0
"1914","28.03.2017",0.3,4.3,0
"1915","29.03.2017",1.6,4.38,0
"1916","30.03.2017",11.3,1.79,0
"1917","31.03.2017",36.8,3.63,0
"1918","01.04.2017",6.5,2.63,0
"1919","02.04.2017",7.6,2.11,0
"1920","03.04.2017",10.4,2.41,0
"1921","04.04.2017",4.7,2.48,0
"1922","05.04.2017",2,2.71,0
"1923","06.04.2017",0.6,2.11,0
"1924","07.04.2017",2.2,2.25,0
"1925","08.04.2017",3.2,2.85,0
"1926","09.04.2017",0.1,2.36,0
"1927","10.04.2017",0.2,2.2,0
"1928","11.04.2017",0,2.42,0
"1929","12.04.2017",0.1,1.98,0
"1930","13.04.2017",1.1,2.31,0
"1931","14.04.2017",0.4,2.55,0
"1932","15.04.2017",0,2.84,0
"1933","16.04.2017",0,2.58,0
"1934","17.04.2017",0.9,2.6,0
"1935","18.04.2017",0,2.3,0
"1936","19.04.2017",0.4,2.1,0
"1937","20.04.2017",2.6,2.29,0
"1938","21.04.2017",0.1,2.05,0
"1939","22.04.2017",1,2.89,0
"1940","23.04.2017",0,1.96,0
"1941","24.04.2017",0.2,2.5,0
"1942","25.04.2017",0.5,2.38,0
"1943","26.04.2017",3.1,1.61,0
"1944","27.04.2017",5.5,2.06,0
"1945","28.04.2017",0.2,1.51,0
"1946","29.04.2017",0,2.06,0
"1947","30.04.2017",0,1.97,0
"1948","01.05.2017",0,1.97,0
"1949","02.05.2017",0.3,2.47,0
"1950","03.05.2017",0.1,1.26,0
"1951","04.05.2017",1.8,1.53,0
"1952","05.05.2017",0.5,2.14,0
"1953","06.05.2017",0,1.79,0
"1954","07.05.2017",0.2,1.89,0
"1955","08.05.2017",0,1.45,0
"1956","09.05.2017",0.1,1.52,0
"1957","10.05.2017",0,1.42,0
"1958","11.05.2017",0,1.54,0
"1959","12.05.2017",0.2,1.53,0
"1960","13.05.2017",1.9,1.78,0
"1961","14.05.2017",5.5,1.65,0
"1962","15.05.2017",4.9,2.21,0
"1963","16.05.2017",0,1.61,0
"1964","17.05.2017",0.2,1.75,0
"1965","18.05.2017",0.6,1.95,0
"1966","19.05.2017",2.5,1.67,0
"1967","20.05.2017",7.7,2.51,0
"1968","21.05.2017",4.6,2.43,0
"1969","22.05.2017",0,1.69,0
"1970","23.05.2017",8.2,2.57,0
"1971","24.05.2017",1,2.22,0
"1972","25.05.2017",0,1.49,0
"1973","26.05.2017",0.1,1.66,0
"1974","27.05.2017",0,1.45,0
"1975","28.05.2017",5.4,1.91,0
"1976","29.05.2017",1.8,1.86,0
"1977","30.05.2017",0,1.25,0
"1978","31.05.2017",0.1,1.24,0
"1979","01.06.2017",0,0.97,0
"1980","02.06.2017",0,1.09,0
"1981","03.06.2017",0,1.08,0
"1982","04.06.2017",0.2,1.52,0
"1983","05.06.2017",0,1.27,0
"1984","06.06.2017",0.3,1.32,0
"1985","07.06.2017",0.9,1.47,0
"1986","08.06.2017",1.7,1.78,0
"1987","09.06.2017",1.7,1.41,0
"1988","10.06.2017",16.6,2.11,0
"1989","11.06.2017",29,2.93,0
"1990","12.06.2017",8.6,1.74,0
"1991","13.06.2017",9,1.92,0
"1992","14.06.2017",9,2.12,0
"1993","15.06.2017",2.8,1.92,0
"1994","16.06.2017",0.2,1.3,0
"1995","17.06.2017",1.8,1.6,0
"1996","18.06.2017",2.8,1.58,0
"1997","19.06.2017",1.1,1.42,0
"1998","20.06.2017",1.1,1.66,0
"1999","21.06.2017",0.1,1.32,0
"2000","22.06.2017",0,1.27,0
"2001","23.06.2017",0,1.22,0
"2002","24.06.2017",0,1.23,0
"2003","25.06.2017",0.5,1.66,0
"2004","26.06.2017",0.1,1.27,0
"2005","27.06.2017",1.7,1.95,0
"2006","28.06.2017",7.9,1.87,0
"2007","29.06.2017",21.2,2.43,0
"2008","30.06.2017",5.3,1.95,0
"2009","01.07.2017",0,1.16,0
"2010","02.07.2017",0,1.23,0
"2011","03.07.2017",0.2,1.29,0
"2012","04.07.2017",0.1,1.41,0
"2013","05.07.2017",0,1.09,0
"2014","06.07.2017",0,1.1,0
"2015","07.07.2017",0,1.15,0
"2016","08.07.2017",0,1.08,0
"2017","09.07.2017",0,1.12,0
"2018","10.07.2017",0.2,1.34,0
"2019","11.07.2017",0,1.11,0
"2020","12.07.2017",0.1,1.08,0
"2021","13.07.2017",0.5,1.61,0
"2022","14.07.2017",0.1,1.32,0
"2023","15.07.2017",4,1.6,0
"2024","16.07.2017",4.5,2.11,0
"2025","17.07.2017",0.1,1.5,0
"2026","18.07.2017",0.1,1.45,0
"2027","19.07.2017",0.5,1.3,0
"2028","20.07.2017",0.1,1.13,0
"2029","21.07.2017",0,1.16,0
"2030","22.07.2017",0.1,1.38,0
"2031","23.07.2017",0,1.26,0
"2032","24.07.2017",0,1.35,0
"2033","25.07.2017",0,1.2,0
"2034","26.07.2017",0,1.45,0
"2035","27.07.2017",0,1.39,0
"2036","28.07.2017",0,1.43,0
"2037","29.07.2017",0,1.34,0
"2038","30.07.2017",0,1.52,0
"2039","31.07.2017",0,1.64,0
"2040","01.08.2017",0,1.49,0
"2041","02.08.2017",0,1.38,0
"2042","03.08.2017",0,1.26,0
"2043","04.08.2017",1.5,1.94,0
"2044","05.08.2017",0,1.34,0
"2045","06.08.2017",1.6,2.2,0
"2046","07.08.2017",0,1.41,0
"2047","08.08.2017",0,1.34,0
"2048","09.08.2017",0,1.63,0
"2049","10.08.2017",0,1.71,0
"2050","11.08.2017",0,1.87,0
"2051","12.08.2017",0,1.72,0
"2052","13.08.2017",0,1.77,0
"2053","14.08.2017",0,1.67,0
"2054","15.08.2017",0,1.6,0
"2055","16.08.2017",0.6,2.37,0
"2056","17.08.2017",0.5,2.01,0
"2057","18.08.2017",0,1.13,0
"2058","19.08.2017",0,1.13,0
"2059","20.08.2017",0,1.41,0
"2060","21.08.2017",0,1.21,0
"2061","22.08.2017",0,1.66,0
"2062","23.08.2017",0,1.7,0
"2063","24.08.2017",0,1.62,0
"2064","25.08.2017",0,0.94,0
"2065","26.08.2017",0,1.31,0
"2066","27.08.2017",0,1.21,0
"2067","28.08.2017",0,1.28,0
"2068","29.08.2017",0,1.56,0
"2069","30.08.2017",0,1.44,0
"2070","31.08.2017",0,1.32,0
"2071","01.09.2017",0,1.48,0
"2072","02.09.2017",0,1.66,0
"2073","03.09.2017",0,1.46,0
"2074","04.09.2017",0,1.35,0
"2075","05.09.2017",0,1.11,0
"2076","06.09.2017",0,1.18,0
"2077","07.09.2017",0,1.16,0
"2078","08.09.2017",0,1.16,0
"2079","09.09.2017",0,1.45,0
"2080","10.09.2017",0,1.64,0
"2081","11.09.2017",0,1.64,0
"2082","12.09.2017",0,1.91,0
"2083","13.09.2017",0,1.7,0
"2084","14.09.2017",0.4,1.07,0
"2085","15.09.2017",0,1.39,0
"2086","16.09.2017",0,1.5,0
"2087","17.09.2017",0,1.64,0
"2088","18.09.2017",0,1.57,0
"2089","19.09.2017",0,1.82,0
"2090","20.09.2017",0,1.8,0
"2091","21.09.2017",0,1.85,0
"2092","22.09.2017",0,1.89,0
"2093","23.09.2017",0,1.88,0
"2094","24.09.2017",0,2.15,0
"2095","25.09.2017",0.1,2.29,0
"2096","26.09.2017",0,1.95,0
"2097","27.09.2017",0,2.02,0
"2098","28.09.2017",0,1.95,0
"2099","29.09.2017",0,1.91,0
"2100","30.09.2017",0.1,1.32,0
"2101","01.10.2017",0,1.87,0
"2102","02.10.2017",4,1.38,0
"2103","03.10.2017",7.5,1.93,0
"2104","04.10.2017",4.1,3.07,0
"2105","05.10.2017",1.7,2.95,0
"2106","06.10.2017",0,1.9,0
"2107","07.10.2017",5,1.79,0
"2108","08.10.2017",0.1,1.65,0
"2109","09.10.2017",29.7,4.7,0
"2110","10.10.2017",0.1,2.37,0
"2111","11.10.2017",8.9,2.38,0
"2112","12.10.2017",13.5,3.33,0
"2113","13.10.2017",2.8,3.59,0
"2114","14.10.2017",6.2,1.62,0
"2115","15.10.2017",13,2.33,0
"2116","16.10.2017",1.9,2.07,0
"2117","17.10.2017",2.7,1.84,0
"2118","18.10.2017",2.5,2.09,0
"2119","19.10.2017",0.3,3.24,0
"2120","20.10.2017",1.4,2.56,0
"2121","21.10.2017",16.2,2.09,0
"2122","22.10.2017",6.9,3.69,0
"2123","23.10.2017",3.6,3.15,0
"2124","24.10.2017",0.8,3.98,0
"2125","25.10.2017",2.1,3.84,0
"2126","26.10.2017",0.7,3.85,0
"2127","27.10.2017",1.5,3.34,0
"2128","28.10.2017",0,3.61,0
"2129","29.10.2017",0.1,3.86,0
"2130","30.10.2017",1.1,4.05,0
"2131","31.10.2017",0,3.04,0
"2132","01.11.2017",0,2.76,0
